0370001049000,3730,4498.405511138613
0370001049700,4650,4300.6646494059405
0370001051200,2080,2844.418504950495
0370001053000,1360,1331.0331113861387
0370001053100,4080,2742.3558053465345
0370001053300,1810,2641.9162611386137
0370001053500,2180,2352.5726200495046
0370001056200,2000,2796.5624237623765
0370002000400,3390,4116.282338366336
0370002001500,3670,3585.4119622772273
0370002002200,2430,2772.5052267326737
0370002002700,2170,3027.999031683168
0370002004600,2950,4619.020134653465
0370002007200,3100,3557.6926554455445
0370002007500,2670,4116.244033415841
0370002007600,1820,3432.7495111386133
0370002010600,2780,3557.6926554455445
0370002014400,3060,3527.5432340594057
0370002015700,3940,3528.7582913366336
0370002018600,3730,3977.6252621287126
0370002019200,2480,4443.397108415841
0370002019300,3840,3509.5007813366333
0370002027000,3120,4767.6515529702965
0370002027200,5270,4368.62350470297
0370002027600,2720,3100.7575740099005
0370002033500,3210,3557.6926554455445
0370002036900,2740,2985.020117574257
0370002037900,4720,5172.732650495049
0370002038700,3420,2503.2591849009905
0370002040100,4130,3948.6908980198014
0370003002000,2140,3028.805990841584
0370003002400,2050,2435.26719950495
0370003002500,1860,2472.2696742574253
0370003004600,2960,2164.883580445545
0370003005800,2070,2344.5045094059406
0370003005900,3310,2604.8754814356435
0370003006000,1330,1562.5080242574256
0370003006800,2400,2637.000789108911
0370003007300,2160,2747.53046039604
0370003007400,1980,2979.005373267327
0370003008200,2970,3114.802124009901
0370003009200,1680,4789.356115495049
0370003009500,2560,3728.1078965346533
0370003009800,1910,3228.9939050990097
0370003010500,3030,2068.0286659900994
0370003010600,2090,2721.4198970297025
0370003011400,2330,2851.240208415841
0370003013300,4980,5592.665257178218
0370003013800,2990,3711.2012408415844
0370003016800,3370,2431.307601732673
0370003017000,2430,3181.545922029703
0370003017800,2310,3333.839450148515
0370003018900,2690,3606.355695792079
0370003019200,2940,3332.232486881188
0370003019400,2280,1765.048573019802
0370003019800,2300,4558.688161782178
0370003020000,2990,4319.591541336634
0370003022700,2230,3922.578554455446
0370003023800,2630,2592.8068177227724
0370003025400,2930,3148.6519601485147
0370003027400,2800,3832.1464824257423
0370003028100,3150,3586.6270195544553
0370003028600,2820,2474.324820792079
0370003028700,3110,3303.298122772277
0370003030000,3160,3723.2307294554453
0370003030200,2570,2547.0450581683167
0370003030300,3250,3036.8741014851485
0370003031100,2520,2641.9162611386137
0370003031500,890,1446.7705678217824
0370003031700,2900,3186.345609059406
0370003032600,1320,2381.506984158416
0370003032900,2710,3574.561006188119
0370003034100,6000,3557.6926554455445
0370003034700,2860,3129.6919381188113
0370003037100,2560,3953.5680650990093
0370003037800,3240,3557.6926554455445
0370003038800,2860,3948.6908980198014
0370003040000,3320,2575.9794222772275
0370003040300,2830,2840.3482970297027
0370003040800,2530,3543.609800495049
0370003041100,4760,3731.2605351485145
0370003042500,2390,3562.8621356435638
0370003042900,2840,2869.282661138614
0370004000200,1420,2521.3016376237624
0370004000500,1250,3259.473944554455
0370004000600,1550,3717.2159851485144
0370004000900,320,1986.4002287128715
0370004001300,2460,3110.4344281188114
0370004002000,1160,1518.7221509900987
0370004002300,3580,4944.118063118812
0370004002800,3050,3476.866002475247
0370004002900,3870,3802.8040201980193
0370004003200,2500,2767.6280596534657
0370004004400,3030,4382.668054702971
0370005000400,2600,3976.410204851485
0370005000900,3530,4859.6624304455445
0370005001200,3390,3861.887805693069
0370005001800,4520,4976.206846039604
0370005002000,980,2609.7021277227723
0370005004700,2700,2651.890603217822
0370005005700,1890,2040.3093591584159
0370005008800,4190,3166.6944128712867
0370005011400,790,2749.547301980198
0370005014300,1170,3225.331795297029
0370005017600,3240,3586.6270195544553
0370005018700,3600,3557.6926554455445
0370005019300,2800,3166.6944128712867
0370005021800,3690,4956.1475517326735
0370005023400,1910,3245.4293945544555
0370005023600,3050,2941.2342443069306
0370005027400,2760,2854.431151980198
0380001001800,26400,8659.946538910892
0380002004300,21640,6559.882362425742
0380002005300,5200,5475.712743465346
0380002005500,5800,4553.84412480198
0380002005700,6100,5080.23102
0380002005800,6950,6942.005535198019
0380002006200,5410,4280.60535509901
0380002006400,5090,5621.191523168316
0380002006600,5540,5228.1399142574255
0380003001200,2000,3528.719986386138
0380003003800,11920,5709.209672772277
0380003004000,6290,4524.1489316831685
0380006000700,3820,4309.539719207921
0380006001100,3650,4888.188696435644
0380006001300,4290,4946.057424653466
0380006005600,4910,5365.990031336634
0380006006500,6060,4510.104381683169
0380007003800,2200,5924.579714257426
0380007004200,3030,2999.102972524752
0380A01000800,2710,3148.6519601485147
0380A01001300,2500,3948.6908980198014
0380A01001700,3420,3750.9500362871286
0380A01002200,2930,3977.6252621287126
0380A01002600,2170,3158.6263022277226
0010001001500,1540,1296.8526571782181
0010001001700,2560,4361.801801237623
0010001002200,6630,7401.845292079208
0010001004000,3550,5663.071165
0010001004100,3090,4174.151066584158
0010002018200,6360,3343.124398267327
0010003001700,2400,3599.125894207921
0010003016000,5150,3557.6926554455445
0010005007700,1640,2749.547301980198
0010005007800,2270,2329.6530002475247
0010005008600,510,1635.996915841584
0020001000100,3370,3032.914503712871
0020001005200,5690,4614.142967574257
0020001005900,3400,3830.523327029703
0020001006300,2850,3157.819343069307
0020002008700,2960,4222.736626881188
0020002009000,3770,3977.6252621287126
0020002009300,3840,2836.350394306931
0020002017600,2470,3928.5932987623764
0020002018100,3530,4478.346216831683
0020002018400,3110,5172.732650495049
0020003001500,850,854.0004306930696
0020003002700,2970,4940.450778465346
0020004010600,4540,3791.953064108911
0020007000200,2990,5035.720842475247
0020008000300,2440,5775.915165841584
0020009001900,2310,2946.1114113861386
0030002004000,1620,3624.3981485148515
0030004008600,2500,2898.2170252475244
0030004018800,3000,2912.2998801980198
0030004018900,3310,4310.754776485148
0040002001600,2430,3957.9874834158413
0040003003700,2530,1620.3767524752475
0040003003800,8440,3878.7561564356433
0040004000800,3490,3773.062696930693
0060001000900,4120,2666.7421123762374
0060002000100,530,1819.2686089108906
0070002000200,5350,4385.491855445545
0380A03001400,2870,3337.109653960396
0380A03003000,2610,4333.674396287129
0380A03003800,3070,3832.9534415841586
0380A03004200,3250,4135.933534554456
0380A03004700,3050,3793.9289503960395
0380A03004800,4730,3490.9488574257425
0380A03005400,3330,4107.407268564356
0380A03005600,2710,2999.102972524752
0380A03006100,3800,3802.8040201980193
0380A03006400,3790,3441.9551990099008
0380A03006600,6660,5388.071342079208
0380A03007200,2890,4364.625601980198
0380A03007500,3430,3216.495030445544
0380A03007700,2460,3746.1503492574257
0380A03008300,2620,3470.889563118812
0380A03008600,3060,3831.7383843069306
0380A03009700,2160,3687.474661881188
0380A03010000,3270,4105.784113168317
0380A03010400,2650,3804.0190774752473
0380A03010700,3160,2854.431151980198
0380A03013400,3480,4352.518633316831
0380A03013500,3620,3861.887805693069
0380A03013800,3340,3861.887805693069
0380A03013900,3480,3802.8040201980193
0380A03014000,5420,5264.705223019802
0380A03014200,3310,4333.674396287129
0010001000900,2840,5595.525582673267
0380A03014400,4830,3715.1939687128715
0380A03014500,3420,4304.740032178217
0380A03015700,3310,4164.06093950495
0380A03016000,4180,3861.887805693069
0380A03016300,4470,3947.475840742574
0380A03016900,4120,3889.607112524752
0380A03017000,3460,3804.0190774752473
0380A03017700,4020,3413.02083490099
0380A03019000,4470,3804.0190774752473
0010002008000,2210,3822.1338353960396
0010002008900,1590,3441.5862759900992
0380A03019300,4020,4607.720125148515
0010002012600,2940,4270.523053217821
0010002013300,2290,2565.087510891089
0010003002900,3270,3186.4230891089114
0380A03020600,3800,4020.6041762376235
0380A03020700,3100,3687.0665637623756
0380A03020800,2940,3404.1457650990096
0380A03021200,3450,4410.387361534653
0380A03021300,3960,3775.0847133663365
0010003003400,1980,1359.9674754950495
0010003004600,2360,3817.655529356435
0380A03022800,6110,5673.453605198019
0010003005200,2490,5073.9000695544555
0380A03023100,4590,5476.927800742574
0380A03023300,3570,3519.883221534653
0380A03023600,3900,3991.6698121287127
0380A03023900,3550,3746.1503492574257
0380A03024800,3390,3832.9534415841586
0380A03025100,3260,6006.583119554455
0010003007700,4780,6244.841430940594
0380A03025800,2550,2941.2342443069306
0010003010200,1710,2164.883580445545
0380A03028300,3230,3832.9534415841586
0380A03029000,3510,3831.7383843069306
0380A03030100,2910,2749.585606930693
0010003016700,4250,4927.213187623762
0380A03030300,2940,3831.7383843069306
0380A03030600,3210,4800.578644950496
0010003017100,3820,4194.210360891089
0010003017500,3380,4309.539719207921
0380A03032000,4990,3499.823927227723
0010003029100,4260,3789.9362225247523
0380A03033100,3060,4166.082955940594
0380A03033900,5580,6114.252465346534
0380A03034300,3510,3991.6698121287127
0380A03034400,3240,3846.997991584158
0380A03034600,10170,6370.255741485147
0010005002400,5370,3918.541476633663
0010005004100,2650,3783.1528240099005
0380A03037500,5640,4411.602418811881
0380A03038600,4220,4998.718367722772
0380A03038900,3440,3629.197835544554
0380A03039000,4070,4555.866141237624
0380A03039200,4230,3244.214337277228
0010005007600,650,1103.5177962871287
0380A03040200,4060,3831.7383843069306
0020001010900,1340,2520.894409653465
0380A03040800,3720,3804.0190774752473
0380A03041700,3680,3331.01742960396
0020002001000,3730,3056.933395792079
0380A03043100,6760,6563.119436138613
0020002010800,2190,4396.712604702971
0020002012100,870,1475.704931930693
0380A03046900,3850,3717.2159851485144
0380A03047400,2900,4150.386182673267
0380A03047500,3790,4271.73028529703
0380A03048000,3980,3716.0009278712864
0380A03050600,3060,4468.256089752475
0380A03050800,3300,3470.889563118812
0380A03051400,3690,4127.466562871287
0380A03051700,3510,5114.863922277227
0390001001700,1950,3042.0435816831678
0020002020100,4400,3919.7565339108905
0390001003500,3560,3542.394743217821
0020002021600,3730,3948.6908980198014
0390001005200,9220,7039.705713762375
0390001005800,4520,5643.227573910892
0390001005900,2840,4926.367923514851
0390001006100,8440,4888.188696435644
0390001006300,2940,3750.9117313366337
0390001006500,2950,3737.2752794554453
0390001006800,3600,5619.131201782178
0020002036400,4400,5509.116176534654
0390001007700,5160,5462.84494579208
0020002044000,3720,4244.010978465346
0390001007800,3340,4151.1931418316835
0020003000400,1720,3566.4911153465346
0390001009100,5490,5670.185181584158
0020003004600,3940,3982.5024292079206
0390001009600,3260,3085.8677599009898
0390001010500,3310,3426.657286782178
0020003004800,4060,2895.7929556930694
0390001010600,2910,4796.177818960396
0020003005600,4630,5064.655206584159
0390001011100,2950,3925.7329732673265
0020003008000,6330,4172.097700247525
0390001011700,29030,6034.302426386139
0020003011500,2700,4012.167142574258
0390001012500,6200,4641.454176287129
0020004007100,5000,4731.525692227723
0020009007700,2170,3229.4403081683167
0020009010000,3340,4551.06645420792
0020009010100,4170,5083.876191831683
0020009012300,4320,2847.9700046039598
0020009017300,2120,2590.830931435644
0030002001200,3580,3717.2159851485144
0030002001300,3030,2970.1686084158414
0030002005400,3410,3556.4775981683165
0030003001800,5030,3783.1528240099005
0030004001600,3190,4434.522038613861
0390002024100,4470,4538.231786633663
0390002024600,3620,2999.102972524752
0390002024800,3880,4368.62350470297
0390002025100,3700,3977.6252621287126
0390002028400,590,2989.897284653465
0390002049700,3580,3577.751949752475
0390002059500,5260,1812.7940440594061
0030004022700,1830,3948.652593069307
0390003000900,3410,3271.17281509901
0390003001100,4490,3400.9548215346535
0030004027700,3140,4234.843595544554
0390003002200,1710,2478.2844185643567
0030010000800,1700,2239.97943529703
0390003003500,2840,3038.8909430693066
0390003004100,2510,4058.3753051980193
0040004001500,4600,4252.886048267326
0040004006700,3800,5288.023703861386
0390003005400,1180,1870.6627722772278
0390003003600,2090,3282.3935643564355
0390003004600,1980,3795.1440076732674
0390003005800,3600,3603.4953702970297
0050001001300,2210,2083.326578217822
0050002002900,450,1288.015892326733
0050002005000,2940,3922.5420297029705
0390003007000,2360,3374.8033028712866
0060001000600,1990,2532.1552440594055
0390003007700,1290,2230.742939257426
0390003008100,2070,2184.9811797029706
0390003008200,2440,3832.9534415841586
0390003009400,1980,1851.8516653465344
0390003009600,2130,1880.7860294554455
0390003010100,1930,2738.693695544555
0390003010400,1910,2347.695452970297
0080001007000,760,632.1910262376238
0080001007300,1320,607.6740086633664
0390003011200,2260,3166.6944128712867
0390003011400,3020,3861.887805693069
0080001007500,1220,998.672251237624
0080001008100,2440,3707.2416430693074
0390003012200,2080,2405.5641811881187
0390003012600,2210,2995.912028960396
0390003013100,2520,4747.592258663366
0390003013300,2190,2985.020117574257
0390003013800,2150,3268.3490143564354
0080002004400,520,352.05307301980196
0390003014300,5020,5534.796528960396
0390003014400,3180,2940.019187029703
0390003014500,2840,2911.0848229207922
0390003015900,2140,3282.3935643564355
0080002010900,1440,2868.475701980198
0090003008100,1440,2170.1296705445543
0390004001600,2410,3852.974430940594
0390004002300,2250,3281.9854662376233
0390004002700,2170,4405.58767450495
0090003008200,2180,3056.5252976732672
0090003010000,2230,4420.477488613861
0090003010100,3160,2387.5217284653468
0120004002400,1490,3003.98013960396
0390004004700,1770,3137.721743811881
0130001007200,770,2217.836836633663
0390004005100,2730,4898.240518564356
0390004005500,1690,2501.2040383663366
0390004006400,2420,4477.500952722772
0390004006700,2210,3359.9134887623763
0150002008100,1570,2363.3156163366334
0150002008200,1800,1436.6473106435644
0390004007700,2370,4116.244033415841
0150002008600,1930,2217.8751415841584
0390004008900,2540,4897.43355940594
0390005014000,6610,5605.4634
0390004009600,2570,3674.1987660891086
0150002010600,2250,2156.0085106435645
0390005000100,2300,3750.9117313366337
0390005000400,3060,3283.200523514851
0390005001100,2390,5537.656854455446
0160002003200,9130,6865.292569950495
0390005001200,2240,2449.3500544554454
0390005001900,2950,3090.7449269801978
0390005002100,2600,3919.7182289603957
0160002004900,7500,5201.6670146039605
0390005002300,2030,2921.136645049505
0160002005600,7930,4583.993546188119
0390005003200,2140,2919.9215877722772
0160003005100,920,2000.4447787128713
0160003005200,1570,1374.8189846534653
0160003006400,1760,2213.877238861386
0390005004600,3880,4683.672261386139
0390005005100,1450,1629.2135173267327
0390005006100,1540,2551.0046559405937
0390005007900,3060,3549.6245448019804
0390005010000,2970,4534.123273762377
0180001002000,3130,3732.0291893564354
0180001002300,4450,4462.171690594059
0390005010200,2160,4116.244033415841
0390005012200,2600,5928.616792079208
0180001004200,780,1129.261216831683
0390005012700,3770,6154.80126490099
0180001004700,2080,2286.6357811881185
0180001004800,1880,3479.726327970297
0180001004900,2130,2845.2254641089107
0390005013500,4190,4048.3234830693063
0180001005300,2830,2925.9363320792077
0390005015500,2720,2565.087510891089
0390006000100,10350,5113.648865
0390006000300,3330,4449.411852722772
0390006000500,3050,6571.956200990099
0390006001400,3310,3557.6926554455445
0390006002300,3500,5418.612669455446
0390006002400,4000,3330.979124653465
0390006002800,4690,4758.776483168317
0390006002900,3690,5511.838604207921
0390006004400,5490,7909.682043564356
0390006005200,3690,6493.221219306932
0390006005300,3320,4532.908216485149
0390006005500,4120,5208.450413118812
0390006005600,4270,5824.908824257425
0180003004800,4160,5924.51005940594
0180003005000,2480,3285.21736509901
0390006006100,3290,3752.1267886138617
0390006006500,3130,4258.454389504951
0390006006700,17870,8248.050692970297
0390006006800,3870,3976.410204851485
0390006008300,10290,6065.253632079208
0390006009100,6030,5874.370998564357
0390006009200,3970,5042.912339108911
0390006009400,3390,4797.392876237624
0180003008500,2570,3361.1668509900987
0390006010200,10350,6111.822350792079
